IDENT, ,LATITUDE, ,LONGITUDE
 ,,,,
ERSON, ,"56° 27' 48.00"" N", ,"4° 18' 24.00"" W"
ESKDO, ,"55° 17' 56.00"" N", ,"3° 12' 15.00"" W"
ETSOM, ,"57° 53' 31.00"" N", ,"9° 30' 0.00"" W"
EVSOM, ,"51° 53' 51.89"" N", ,"001° 59' 57.85"" W"
EVSON, ,"53° 21' 27.00"" N", ,"1° 39' 49.00"" W"
EXMOR, ,"51° 10' 43.00"" N", ,"3° 21' 35.00"" W"
FASET, ,"52° 29' 17.78"" N", ,"000° 12' 02.03"" E"
FENIK, ,"55° 42' 55.00"" N", ,"4° 17' 31.00"" W"
FERIT, ,"51° 37' 59.00"" N", ,"0° 32' 21.00"" E"
FFA02, ,"51° 40' 58.14"" N", ,"001° 51' 04.28"" W"
FFA04, ,"51° 40' 28.77"" N", ,"001° 41' 28.18"" W"
FFA05, ,"51° 40' 28.14"" N", ,"001° 41' 18.60"" W"
FFA10, ,"51° 39' 50.28"" N", ,"001° 31' 53.28"" W"
FFA14, ,"51° 42' 41.11"" N", ,"002° 11' 47.72"" W"
FFA15, ,"51° 41' 22.90"" N", ,"001° 23' 46.27"" W"
FFA16, ,"51° 41' 03.99"" N", ,"001° 45' 18.20"" W"
FFA26, ,"51° 47' 20.04"" N", ,"001° 43' 27.32"" W"
FFA28, ,"51° 43' 27.68"" N", ,"002° 11' 36.93"" W"
FFA31, ,"51° 49' 21.87"" N", ,"001° 56' 24.02"" W"
FFA62, ,"51° 41' 34.87"" N", ,"001° 37' 18.71"" W"
FFA79, ,"51° 44' 29.12"" N", ,"001° 24' 26.74"" W"
FFA82, ,"51° 43' 27.68"" N", ,"001° 24' 06.27"" W"
FFA87, ,"51° 42' 25.51"" N", ,"001° 23' 52.76"" W"
FINCH, ,"51° 33' 36.00"" N", ,"0° 10' 59.00"" W"
FINDO, ,"56° 22' 9.00"" N", ,"3° 27' 49.00"" W"
FINMA, ,"51° 59' 47.00"" N", ,"1° 3' 13.00"" W"
FIWUD, ,"53° 52' 6.00"" N", ,"3° 4' 6.00"" W"
FORTY, ,"57° 57' 0.00"" N", ,"0° 35' 45.00"" E"
FOYLE, ,"56° 8' 34.00"" N", ,"4° 22' 56.00"" W"
FRANK, ,"51° 42' 26.00"" N", ,"0° 41' 10.00"" W"
FULMA, ,"55° 30' 23.00"" N", ,"5° 0' 0.00"" W"
FYNER, ,"56° 2' 56.00"" N", ,"5° 6' 55.00"" W"
GAM12, ,"53° 24' 24.00"" N", ,"001° 13' 01.00"" W"
GAM36, ,"53° 28' 26.00"" N", ,"001° 35' 24.00"" W"
GANBE, ,"52° 22' 00.02"" N", ,"000° 27' 12.81"" E"
GAPLI, ,"50° 0' 0.00"" N", ,"8° 0' 0.00"" W"
GARMI, ,"50° 0' 0.00"" N", ,"1° 22' 50.00"" W"
GARVA, ,"57° 41' 18.00"" N", ,"4° 29' 41.00"" W"
GASKO, ,"54° 13' 29.00"" N", ,"1° 57' 21.00"" W"
GATRA, ,"51° 17' 52.00"" N", ,"6° 37' 55.00"" W"
GAVEL, ,"59° 22' 60.00"" N", ,"1° 24' 22.00"" W"
GEPLI, ,"51° 40' 56.58"" N", ,"001° 49' 47.02"" W"
GETNO, ,"53° 55' 48.00"" N", ,"3° 29' 47.00"" W"
GIBSO, ,"50° 44' 59.00"" N", ,"2° 31' 7.00"" W"
GIBSU, ,"56° 45' 47.00"" N", ,"3° 16' 10.00"" E"
GIGUL, ,"54° 36' 26.00"" N", ,"3° 10' 10.00"" E"
GILDA, ,"51° 36' 6.00"" N", ,"0° 35' 1.00"" E"
GILPA, ,"55° 55' 41.00"" N", ,"5° 52' 43.00"" W"
GILTI, ,"51° 34' 13.00"" N", ,"2° 3' 18.00"" E"
GINGA, ,"56° 55' 30.00"" N", ,"9° 30' 0.00"" W"
GINIS, ,"53° 27' 39.00"" N", ,"4° 51' 29.00"" W"
GIRLI, ,"54° 42' 41.00"" N", ,"1° 48' 11.00"" W"
GIRVA, ,"55° 11' 8.00"" N", ,"4° 53' 47.00"" W"
GISOK, ,"51° 30' 9.00"" N", ,"5° 7' 28.00"" W"
GITUS, ,"50° 19' 60.00"" N", ,"5° 42' 0.00"" W"
GIVEM, ,"55° 27' 54.00"" N", ,"0° 14' 53.00"" E"
GIVPO, ,"53° 17' 10.00"" N", ,"2° 52' 9.00"" E"
GLESK, ,"56° 54' 0.00"" N", ,"2° 47' 45.00"" W"
GODSU, ,"52° 16' 22.38"" N", ,"000° 16' 12.08"" E"
GOLES, ,"53° 36' 29.00"" N", ,"1° 4' 60.00"" W"
GOLVO, ,"54° 24' 41.00"" N", ,"3° 35' 8.00"" E"
GOMOT, ,"55° 55' 10.00"" N", ,"0° 32' 39.00"" W"
GOMUP, ,"57° 0' 0.00"" N", ,"10° 0' 0.00"" W"
GONAN, ,"51° 59' 54.42"" N", ,"002° 05' 39.24"" W"
GONUT, ,"61° 0' 0.00"" N", ,"4° 34' 60.00"" W"
GOTNA, ,"54° 35' 41.00"" N", ,"5° 35' 53.00"" W"
GOW14, ,"56° 12' 06.82"" N", ,"004° 23' 37.37"" W"
GOW20, ,"56° 00' 16.64"" N", ,"004° 59' 17.26"" W"
GOW34, ,"56° 10' 35.42"" N", ,"004° 40' 43.49"" W"
GRICE, ,"56° 11' 48.00"" N", ,"3° 41' 8.00"" W"
GUMSO, ,"52° 23' 04.18"" N", ,"000° 16' 04.71"" E"
GUNGU, ,"52° 30' 51.42"" N", ,"000° 51' 18.47"" E"
GUSSI, ,"57° 12' 47.00"" N", ,"4° 7' 27.00"" W"
GWC06, ,"50° 46' 26.00"" N", ,"000° 40' 11.00"" W"
HALIF, ,"53° 44' 6.00"" N", ,"1° 34' 50.00"" W"
HANKY, ,"51° 6' 46.00"" N", ,"1° 7' 51.00"" W"
HARDY, ,"50° 28' 16.00"" N", ,"0° 29' 28.00"" E"
HARLY, ,"52° 14' 24.39"" N", ,"000° 44' 40.71"" E"
HASTY, ,"50° 43' 42.00"" N", ,"0° 31' 60.00"" E"
HAVEN, ,"55° 27' 40.00"" N", ,"2° 59' 47.00"" W"
HAWKE, ,"50° 22' 27.00"" N", ,"0° 5' 25.00"" E"
HAZEL, ,"51° 0' 19.00"" N", ,"0° 59' 4.00"" W"
HEIDI, ,"52° 6' 44.00"" N", ,"0° 37' 24.00"" W"
HEMEL, ,"51° 48' 20.00"" N", ,"0° 25' 10.00"" W"
HERON, ,"55° 20' 35.00"" N", ,"5° 0' 0.00"" W"
HICUS, ,"52° 21' 17.31"" N", ,"000° 32' 08.32"" E"
HON06, ,"52° 27' 13.03"" N", ,"001° 37' 26.55"" W"
HON09, ,"52° 30' 07.53"" N", ,"001° 36' 15.09"" W"
HON13, ,"52° 08' 43.00"" N", ,"001° 33' 13.00"" W"
HON14, ,"52° 16' 11.85"" N", ,"001° 32' 11.22"" W"
HON16, ,"52° 05' 51.00"" N", ,"001° 31' 44.00"" W"
HON17, ,"52° 35' 07.46"" N", ,"001° 56' 12.58"" W"
HON18, ,"52° 03' 27.00"" N", ,"001° 44' 52.00"" E"
HON19, ,"52° 03' 00.00"" N", ,"001° 30' 15.00"" W"
HON20, ,"52° 37' 32.54"" N", ,"001° 59' 07.22"" W"
HON21, ,"52° 37' 40.00"" N", ,"001° 58' 22.00"" W"
HON28, ,"52° 44' 20.00"" N", ,"002° 06' 03.00"" W"
HON33, ,"52° 31' 53.91"" N", ,"001° 52' 20.23"" W"
HON46, ,"52° 58' 46.00"" N", ,"002° 22' 25.00"" W"
HON96, ,"52° 09' 29.79"" N", ,"001° 22' 25.28"" W"
HON97, ,"52° 30' 02.00"" N", ,"001° 36' 17.35"" W"
HON98, ,"52° 13' 13.26"" N", ,"001° 27' 50.44"" W"
IBDUK, ,"51° 41' 22.99"" N", ,"002° 11' 56.75"" W"
IBM01, ,"52° 26' 05.26"" N", ,"001° 43' 37.96"" W"
IBM07, ,"52° 21' 06.54"" N", ,"001° 38' 10.34"" W"
IBM51, ,"52° 22' 41.12"" N", ,"001° 39' 53.91"" W"
IDESI, ,"51° 53' 52.00"" N", ,"1° 53' 8.00"" E"
IDOKI, ,"49° 51' 37.00"" N", ,"6° 11' 39.00"" W"
INDIV, ,"52° 17' 06.53"" N", ,"000° 15' 19.83"" E"
ING02, ,"50° 55' 16.00"" N", ,"001° 28' 00.00"" E"
INLAK, ,"51° 28' 41.00"" N", ,"1° 31' 27.00"" W"
INPOT, ,"52° 26' 36.52"" N", ,"000° 11' 57.37"" E"
INPUT, ,"55° 18' 18.00"" N", ,"4° 39' 5.00"" E"
INSUN, ,"50° 23' 43.00"" N", ,"6° 19' 24.00"" W"
IOM30, ,"53° 47' 00.75"" N", ,"004° 04' 01.74"" W"
IOM50, ,"53° 35' 40.00"" N", ,"003° 36' 44.00"" W"
IPRIL, ,"51° 40' 29.00"" N", ,"0° 13' 35.00"" W"
IRKUM, ,"52° 59' 48.00"" N", ,"5° 22' 39.00"" W"
ITSUX, ,"56° 3' 0.00"" N", ,"3° 30' 0.00"" E"
IWQ05, ,"53° 44' 58.89"" N", ,"002° 51' 27.24"" W"
JACKO, ,"51° 44' 9.00"" N", ,"1° 25' 36.00"" E"
JIMBO, ,"52° 15' 01.36"" N", ,"000° 36' 11.64"" E"
KAPEX, ,"50° 40' 30.00"" N", ,"1° 51' 0.00"" W"
KARNO, ,"52° 53' 40.00"" N", ,"2° 53' 54.00"" W"
KATHY, ,"50° 31' 14.00"" N", ,"1° 19' 60.00"" W"
KEGUN, ,"53° 11' 33.00"" N", ,"3° 9' 1.00"" W"
KELLY, ,"53° 54' 19.00"" N", ,"4° 21' 51.00"" W"
KEMPY, ,"52° 7' 39.00"" N", ,"0° 38' 46.00"" E"
KENET, ,"51° 31' 14.00"" N", ,"1° 27' 18.00"" W"
KEPAD, ,"52° 48' 35.00"" N", ,"2° 28' 44.00"" W"
KESEG, ,"60° 0' 58.00"" N", ,"6° 0' 56.00"" W"
KESUP, ,"51° 19' 32.00"" N", ,"3° 39' 17.00"" W"
KIDLI, ,"51° 46' 17.00"" N", ,"1° 21' 41.00"" W"
KISTA, ,"59° 30' 30.00"" N", ,"1° 56' 58.00"" W"
KOKAL, ,"58° 57' 35.00"" N", ,"2° 53' 38.00"" W"
KOLAG, ,"53° 2' 37.00"" N", ,"3° 15' 18.00"" E"
KOLID, ,"53° 34' 26.00"" N", ,"2° 45' 21.00"" W"
KONAN, ,"51° 7' 51.00"" N", ,"2° 0' 0.00"" E"
KOPUL, ,"51° 32' 32.00"" N", ,"1° 8' 14.00"" E"
KOVAP, ,"52° 22' 41.13"" N", ,"000° 20' 06.58"" E"
KOXIP, ,"51° 49' 32.76"" N", ,"001° 55' 54.93"" W"
KSS04, ,"57° 37' 12.84"" N", ,"003° 40' 18.87"" W"
KSS05, ,"57° 46' 13.46"" N", ,"003° 00' 56.53"" W"
KSS07, ,"57° 36' 16.37"" N", ,"003° 43' 35.59"" W"
KSS11, ,"57° 47' 24.15"" N", ,"003° 10' 57.12"" W"
KSS14, ,"57° 26' 36.17"" N", ,"003° 41' 48.61"" W"
KSS15, ,"57° 39' 42.95"" N", ,"003° 29' 08.98"" W"
KSS16, ,"57° 24' 45.04"" N", ,"003° 43' 11.24"" W"
KSS20, ,"57° 33' 54.84"" N", ,"003° 51' 46.66"" W"
KSS24, ,"57° 31' 19.25"" N", ,"003° 53' 06.59"" W"
KSS25, ,"57° 32' 58.08"" N", ,"003° 55' 02.80"" W"
KSS39, ,"57° 51' 30.65"" N", ,"003° 02' 12.45"" W"
KSS42, ,"57° 44' 42.72"" N", ,"003° 16' 08.60"" W"
KSS43, ,"57° 41' 50.29"" N", ,"003° 11' 06.78"" W"
KSS44, ,"57° 41' 38.47"" N", ,"003° 21' 37.66"" W"
KSS45, ,"57° 42' 42.00"" N", ,"003° 24' 51.95"" W"
KSS55, ,"57° 48' 37.41"" N", ,"003° 08' 40.69"" W"
KSS59, ,"57° 50' 19.27"" N", ,"003° 05' 12.73"" W"
KSS60, ,"57° 39' 27.72"" N", ,"003° 30' 44.28"" W"
KSS75, ,"57° 41' 23.45"" N", ,"003° 18' 25.21"" W"
KSS94, ,"57° 38' 23.30"" N", ,"003° 36' 12.72"" W"
KSS99, ,"57° 44' 26.53"" N", ,"002° 59' 49.40"" W"
KUBAX, ,"52° 56' 34.00"" N", ,"2° 57' 13.00"" E"
KUMIL, ,"50° 34' 31.00"" N", ,"1° 36' 39.00"" W"
LAGAV, ,"56° 53' 35.00"" N", ,"4° 12' 10.00"" W"
LAKEY, ,"54° 14' 20.00"" N", ,"2° 58' 52.00"" W"
LAM09, ,"51° 46' 50.88"" N", ,"000° 15' 27.41"" E"
LAM12, ,"51° 40' 24.53"" N", ,"000° 28' 11.30"" E"
LAM27, ,"51° 57' 32.00"" N", ,"000° 21' 57.00"" W"
LAM37, ,"52° 04' 19.00"" N", ,"000° 33' 19.00"" W"
LAMAT, ,"51° 18' 7.00"" N", ,"3° 1' 3.00"" W"
LAMIX, ,"53° 18' 29.00"" N", ,"0° 40' 56.00"" W"
LAMMA, ,"55° 51' 30.00"" N", ,"2° 46' 3.00"" W"
LAMRO, ,"57° 1' 51.00"" N", ,"3° 33' 9.00"" E"
LAMSO, ,"52° 43' 58.00"" N", ,"2° 59' 40.00"" E"
LANAK, ,"55° 42' 1.00"" N", ,"3° 56' 19.00"" W"
LANON, ,"52° 25' 52.00"" N", ,"4° 22' 21.00"" W"
LAPRA, ,"52° 7' 7.00"" N", ,"1° 12' 36.00"" E"
LARDI, ,"53° 36' 16.00"" N", ,"3° 30' 57.00"" E"
LARGA, ,"54° 51' 50.00"" N", ,"4° 9' 12.00"" E"
LARLA, ,"49° 22' 41.00"" N", ,"7° 7' 15.00"" W"
LBA01, ,"53° 50' 53.15"" N", ,"001° 37' 58.97"" W"
LBA04, ,"53° 55' 11.97"" N", ,"001° 44' 33.55"" W"
LBA05, ,"53° 47' 35.90"" N", ,"001° 34' 07.79"" W"
LBA06, ,"53° 56' 41.04"" N", ,"001° 46' 49.32"" W"
LBA07, ,"53° 45' 57.39"" N", ,"001° 32' 12.61"" W"
LBA09, ,"53° 44' 18.85"" N", ,"001° 30' 17.58"" W"
LBA10, ,"53° 52' 58.28"" N", ,"001° 41' 10.21"" W"
LBA15, ,"53° 53' 21.80"" N", ,"001° 41' 54.33"" W"
LBA25, ,"53° 53' 20.57"" N", ,"001° 41' 44.07"" W"
LBA29, ,"53° 58' 05.27"" N", ,"001° 46' 44.59"" W"
LBA32, ,"53° 58' 54.56"" N", ,"001° 50' 13.27"" W"
LBA34, ,"54° 00' 16.50"" N", ,"001° 45' 35.25"" W"
LBA35, ,"54° 00' 08.85"" N", ,"001° 47' 31.10"" W"
LBA50, ,"53° 55' 42.59"" N", ,"001° 46' 17.75"" W"
LBA55, ,"53° 55' 56.51"" N", ,"001° 45' 41.42"" W"
LBA56, ,"53° 45' 36.64"" N", ,"001° 33' 06.11"" W"
LBA60, ,"53° 56' 22.75"" N", ,"001° 47' 33.04"" W"
LBA63, ,"53° 45' 12.50"" N", ,"001° 34' 25.94"" W"
LBA68, ,"53° 43' 04.90"" N", ,"001° 34' 24.37"" W"
LBA70, ,"53° 57' 02.92"" N", ,"001° 48' 48.41"" W"
LBA75, ,"53° 58' 29.69"" N", ,"001° 45' 34.74"" W"
LBA77, ,"53° 57' 29.93"" N", ,"001° 48' 01.76"" W"
LBA90, ,"53° 58' 23.21"" N", ,"001° 51' 19.26"" W"
LBA92, ,"53° 43' 34.16"" N", ,"001° 32' 23.44"" W"
LBRTY, ,"52° 43' 14.19"" N", ,"001° 25' 04.22"" E"
LEDBO, ,"52° 32' 35.00"" N", ,"2° 6' 8.00"" E"
LEDGO, ,"51° 14' 24.00"" N", ,"7° 34' 5.00"" W"
LEE03, ,"54° 18' 10.22"" N", ,"001° 32' 34.83"" W"
LEE06, ,"54° 21' 06.77"" N", ,"001° 23' 38.23"" W"
LEE07, ,"54° 23' 17.71"" N", ,"001° 36' 25.76"" W"
LEE11, ,"54° 15' 16.43"" N", ,"001° 50' 28.53"" W"
LEE13, ,"54° 14' 48.29"" N", ,"001° 53' 47.52"" W"
LEE32, ,"54° 25' 40.66"" N", ,"001° 45' 22.62"" W"
LEE33, ,"54° 26' 53.72"" N", ,"001° 42' 50.42"" W"
LEE34, ,"54° 18' 41.11"" N", ,"001° 32' 59.68"" W"
LEE39, ,"54° 27' 50.19"" N", ,"001° 39' 58.64"" W"
LEGRO, ,"53° 19' 35.00"" N", ,"1° 30' 46.00"" E"
LEKLO, ,"51° 41' 12.51"" N", ,"001° 38' 13.76"" W"
LESLU, ,"51° 0' 0.00"" N", ,"8° 0' 0.00"" W"
LESTA, ,"52° 44' 27.00"" N", ,"1° 4' 19.00"" W"
LF001, ,"53° 50' 52.64"" N", ,"001° 37' 59.95"" W"
LF004, ,"53° 48' 40.91"" N", ,"001° 34' 41.37"" W"
LF005, ,"53° 47' 56.26"" N", ,"001° 33' 33.91"" W"
LF007, ,"53° 46' 23.96"" N", ,"001° 31' 16.56"" W"
LF009, ,"53° 44' 57.11"" N", ,"001° 29' 03.77"" W"
LF090, ,"53° 50' 57.11"" N", ,"001° 38' 06.69"" W"
LIBSO, ,"53° 31' 29.00"" N", ,"0° 5' 36.00"" E"
LIC19, ,"53° 03' 45.00"" N", ,"001° 50' 21.00"" W"
LINDY, ,"51° 28' 14.00"" N", ,"1° 2' 57.00"" W"
LIPGO, ,"53° 3' 50.00"" N", ,"5° 30' 0.00"" W"
LIRKI, ,"61° 0' 0.00"" N", ,"1° 51' 0.00"" W"
LISTO, ,"53° 8' 36.00"" N", ,"2° 11' 57.00"" W"
LKH09, ,"52° 22' 39.63"" N", ,"000° 47' 17.76"" E"
LKH24, ,"52° 18' 04.32"" N", ,"000° 14' 21.53"" E"
LKH30, ,"52° 18' 30.67"" N", ,"001° 20' 51.55"" E"
LKH31, ,"52° 28' 23.59"" N", ,"000° 23' 30.19"" E"
LKH99, ,"52° 38' 37.79"" N", ,"000° 00' 44.34"" W"
LND41, ,"49° 31' 48.00"" N", ,"006° 09' 03.00"" W"
LND47, ,"49° 27' 22.00"" N", ,"005° 01' 57.00"" W"
LND58, ,"49° 14' 02.00"" N", ,"006° 08' 35.00"" W"
LND66, ,"49° 10' 14.00"" N", ,"006° 26' 54.00"" W"
LOGAN, ,"51° 44' 51.00"" N", ,"1° 36' 43.00"" E"
LOMON, ,"56° 3' 46.00"" N", ,"4° 34' 48.00"" W"
LOREL, ,"52° 0' 50.00"" N", ,"0° 3' 10.00"" W"
LOVEL, ,"53° 15' 6.00"" N", ,"2° 16' 28.00"" W"
LUCCO, ,"50° 41' 30.00"" N", ,"1° 6' 30.00"" W"
LUGED, ,"52° 27' 07.24"" N", ,"000° 39' 47.84"" E"
LUK11, ,"56° 23' 56.93"" N", ,"002° 32' 14.30"" W"
LUK16, ,"56° 22' 39.56"" N", ,"002° 49' 16.56"" W"
LUK65, ,"56° 23' 20.80"" N", ,"002° 40' 15.75"" W"
LULOX, ,"50° 22' 0.00"" N", ,"8° 0' 0.00"" W"
LUMOX, ,"51° 41' 06.44"" N", ,"001° 57' 39.12"" W"
LYD07, ,"50° 58' 42.00"" N", ,"001° 02' 27.00"" E"
LYD26, ,"50° 40' 00.00"" N", ,"000° 27' 20.00"" E"
LYE03, ,"51° 27' 56.99"" N", ,"002° 01' 45.09"" W"
LYE05, ,"51° 31' 00.05"" N", ,"001° 58' 10.81"" W"
LYE08, ,"51° 31' 13.28"" N", ,"001° 46' 46.05"" W"
LYE65, ,"51° 33' 40.43"" N", ,"001° 49' 32.95"" W"
LYE80, ,"51° 34' 08.48"" N", ,"001° 48' 02.43"" W"
LYNAS, ,"53° 26' 33.00"" N", ,"4° 19' 60.00"" W"
MABUG, ,"49° 47' 5.00"" N", ,"5° 56' 12.00"" W"
MAC29, ,"55° 21' 32.00"" N", ,"006° 30' 00.00"" W"
MAC30, ,"55° 33' 17.00"" N", ,"006° 30' 00.00"" W"
MAC57, ,"55° 07' 00.00"" N", ,"007° 13' 08.00"" W"
MAC89, ,"54° 39' 41.00"" N", ,"007° 50' 25.00"" W"
MADAD, ,"55° 54' 47.00"" N", ,"1° 44' 2.00"" W"
MALBY, ,"51° 35' 33.00"" N", ,"2° 3' 42.00"" W"
MALUD, ,"53° 24' 48.00"" N", ,"3° 36' 30.00"" W"
MAM03, ,"52° 37' 48.93"" N", ,"000° 28' 33.95"" E"
MAM05, ,"52° 40' 31.75"" N", ,"000° 40' 55.23"" E"
MAM08, ,"52° 39' 46.82"" N", ,"000° 35' 06.41"" E"
MAM09, ,"52° 41' 52.68"" N", ,"000° 47' 06.45"" E"
MAM10, ,"52° 42' 10.17"" N", ,"000° 40' 47.13"" E"
MAM90, ,"52° 43' 57.87"" N", ,"000° 45' 20.47"" E"
MAMUL, ,"53° 25' 5.00"" N", ,"1° 16' 48.00"" W"
MANGO, ,"51° 41' 34.00"" N", ,"0° 47' 26.00"" E"
MANIG, ,"49° 47' 7.00"" N", ,"3° 15' 34.00"" W"
MAPLE, ,"52° 23' 36.00"" N", ,"1° 40' 51.00"" W"
MARGO, ,"54° 42' 27.00"" N", ,"2° 46' 29.00"" W"
MARUK, ,"50° 14' 47.00"" N", ,"2° 4' 20.00"" W"
MASOP, ,"54° 9' 21.00"" N", ,"4° 21' 15.00"" W"
MATCH, ,"51° 46' 45.00"" N", ,"0° 15' 0.00"" E"
MATIK, ,"61° 0' 0.00"" N", ,"8° 4' 0.00"" W"
MAVIX, ,"55° 50' 50.00"" N", ,"4° 4' 50.00"" W"
May-13, ,"51° 03' 25.00"" N", ,"000° 27' 39.00"" E"
May-38, ,"51° 07' 53.00"" N", ,"001° 04' 56.00"" E"
MEDOG, ,"51° 57' 1.00"" N", ,"3° 32' 58.00"" W"
MERLY, ,"51° 19' 60.00"" N", ,"5° 0' 0.00"" W"
METLE, ,"52° 20' 25.64"" N", ,"000° 38' 03.14"" E"
MID10, ,"51° 01' 09.00"" N", ,"000° 52' 59.00"" W"
MID16, ,"50° 50' 43.00"" N", ,"000° 54' 17.00"" W"
MID23, ,"50° 41' 42.00"" N", ,"000° 23' 21.00"" W"
MID25, ,"50° 38' 53.00"" N", ,"000° 32' 09.00"" W"
MID28, ,"50° 40' 00.00"" N", ,"000° 12' 52.00"" W"
MID72, ,"52° 04' 06.00"" N", ,"001° 40' 28.00"" W"
MIKEL, ,"54° 16' 30.00"" N", ,"4° 51' 46.00"" W"
MIMBI, ,"51° 32' 57.00"" N", ,"1° 41' 36.00"" W"
MIMKU, ,"56° 0' 0.00"" N", ,"10° 0' 0.00"" W"
MIMVA, ,"53° 6' 3.00"" N", ,"3° 18' 13.00"" E"
MITSO, ,"53° 39' 7.00"" N", ,"0° 53' 38.00"" W"
MLD02, ,"52° 23' 29.76"" N", ,"000° 31' 01.36"" E"
MLD03, ,"52° 21' 01.38"" N", ,"000° 34' 01.53"" E"
MLD10, ,"52° 21' 24.88"" N", ,"000° 31' 09.24"" E"
MLD11, ,"52° 23' 38.89"" N", ,"000° 09' 57.17"" E"
MLD12, ,"52° 21' 29.38"" N", ,"000° 31' 11.43"" E"
MLD13, ,"52° 21' 59.68"" N", ,"000° 27' 12.24"" E"
MLD20, ,"52° 30' 10.72"" N", ,"000° 00' 21.70"" W"
MLD21, ,"52° 18' 52.53"" N", ,"000° 48' 16.35"" E"
MLD23, ,"52° 15' 15.13"" N", ,"000° 11' 00.65"" E"
MLD25, ,"52° 16' 54.58"" N", ,"000° 09' 40.46"" E"
MLD29, ,"52° 27' 15.62"" N", ,"000° 10' 02.48"" E"
MLD30, ,"52° 26' 50.53"" N", ,"000° 11' 31.53"" E"
MLD31, ,"52° 20' 59.76"" N", ,"000° 34' 00.76"" E"
MLD32, ,"52° 28' 14.91"" N", ,"000° 42' 24.30"" E"
MLD55, ,"52° 20' 22.39"" N", ,"000° 37' 57.68"" E"
MLD57, ,"52° 23' 00.44"" N", ,"000° 20' 12.68"" E"
MLD58, ,"52° 28' 50.88"" N", ,"000° 47' 07.93"" E"
MLD59, ,"52° 32' 37.47"" N", ,"000° 56' 46.40"" E"
MLD62, ,"52° 19' 03.84"" N", ,"000° 20' 13.88"" E"
MLD74, ,"52° 20' 24.78"" N", ,"000° 37' 58.74"" E"
MLD77, ,"52° 19' 37.89"" N", ,"000° 40' 09.05"" E"
MLD82, ,"52° 23' 34.75"" N", ,"000° 16' 14.40"" E"
MLD96, ,"52° 22' 43.84"" N", ,"000° 19' 37.79"" E"
MLD98, ,"52° 14' 25.77"" N", ,"000° 44' 34.83"" E"
MOCHA, ,"59° 32' 56.00"" N", ,"1° 21' 59.00"" W"
MODGO, ,"60° 26' 43.00"" N", ,"7° 39' 55.00"" W"
MOGLI, ,"52° 18' 30.00"" N", ,"0° 16' 9.00"" W"
MOLIX, ,"52° 49' 19.00"" N", ,"3° 4' 7.00"" E"
MONTY, ,"52° 53' 34.00"" N", ,"3° 10' 26.00"" W"
MOPAT, ,"51° 29' 55.00"" N", ,"7° 5' 37.00"" W"
MORAY, ,"58° 4' 60.00"" N", ,"2° 49' 18.00"" W"
MORBY, ,"53° 55' 10.00"" N", ,"3° 28' 60.00"" W"
NADIR, ,"57° 49' 27.00"" N", ,"0° 0' 0.00"" E"
NAKID, ,"49° 42' 54.00"" N", ,"4° 37' 23.00"" W"
NALAX, ,"53° 28' 60.00"" N", ,"0° 24' 6.00"" E"
NANTI, ,"53° 8' 15.00"" N", ,"2° 34' 1.00"" W"
NAPEX, ,"53° 12' 23.00"" N", ,"0° 51' 40.00"" W"
NATEB, ,"55° 2' 18.00"" N", ,"1° 41' 54.00"" W"
NATKO, ,"53° 27' 12.00"" N", ,"4° 38' 7.00"" W"
NAVEL, ,"55° 35' 13.00"" N", ,"0° 50' 31.00"" E"
NEDEX, ,"51° 52' 37.00"" N", ,"1° 28' 20.00"" W"
NEDUL, ,"50° 39' 58.00"" N", ,"1° 32' 52.00"" W"
NEKAP, ,"51° 43' 35.00"" N", ,"5° 17' 26.00"" W"
NELBO, ,"54° 29' 24.00"" N", ,"5° 18' 10.00"" W"
NELSA, ,"53° 51' 48.00"" N", ,"2° 11' 5.00"" W"
NEPSO, ,"54° 14' 17.00"" N", ,"1° 16' 11.00"" E"
NESDI, ,"57° 7' 18.00"" N", ,"4° 8' 48.00"" W"
NEVIS, ,"56° 41' 43.00"" N", ,"4° 32' 41.00"" W"
NEVRI, ,"54° 4' 6.00"" N", ,"6° 16' 12.00"" W"
NEXUS, ,"56° 12' 43.00"" N", ,"1° 50' 41.00"" W"
NIGIT, ,"51° 18' 47.00"" N", ,"1° 10' 15.00"" W"
NIGOL, ,"54° 54' 18.00"" N", ,"2° 29' 32.00"" E"
NILON, ,"51° 35' 46.00"" N", ,"0° 38' 4.00"" E"
NIMAT, ,"53° 57' 54.00"" N", ,"5° 44' 32.00"" W"
NINEX, ,"58° 51' 20.00"" N", ,"9° 30' 0.00"" W"
NITON, ,"52° 33' 12.00"" N", ,"3° 12' 1.00"" W"
NOKIN, ,"53° 4' 36.00"" N", ,"2° 52' 58.00"" W"
NORD, ,"52° 40' 34.96"" N", ,"000° 07' 37.42"" E"
NORRY, ,"51° 28' 47.00"" N", ,"1° 7' 24.00"" W"
NOTRO, ,"50° 26' 12.00"" N", ,"3° 10' 21.00"" W"
NUBRI, ,"51° 20' 17.00"" N", ,"1° 13' 56.00"" W"
NUMPI, ,"54° 8' 40.00"" N", ,"5° 35' 36.00"" W"
NUMPO, ,"51° 36' 36.00"" N", ,"3° 17' 1.00"" W"
OBOXA, ,"54° 10' 36.00"" N", ,"1° 54' 20.00"" W"
OCK11, ,"51° 36' 03.30"" N", ,"000° 22' 19.05"" W"
